T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
9.3,11.6,6.9,1026.6,76.0,13.7,8.0,13.0,215.5
13.1,16.6,7.8,1025.7,70.0,21.4,7.4,13.0,223.375
10.3,12.6,8.5,1015.6,90.0,7.1,12.2,18.3,135.58333333333334
9.4,10.2,8.5,1014.8,86.0,12.2,15.2,25.9,152.04166666666666
13.8,17.0,8.8,1023.3,71.0,26.4,5.4,9.4,141.41666666666666
13.1,14.7,10.2,996.4,80.0,15.9,9.6,24.1,46.708333333333336
8.6,14.4,3.4,1007.1,39.0,32.8,7.6,16.5,91.75
9.1,13.6,3.0,1013.9,39.0,38.6,10.6,16.5,99.91666666666669
6.5,10.8,2.0,1022.6,43.0,27.2,8.0,16.5,119.70833333333331
6.6,11.6,3.2,1023.9,57.0,28.6,7.0,13.0,110.875
7.6,12.4,2.8,1025.2,42.0,28.6,13.0,25.9,200.33333333333331
6.6,12.7,1.4,1011.1,46.0,35.7,10.4,16.5,203.58333333333331
4.3,8.9,0.3,1019.2,51.0,26.4,6.1,11.1,25.08333333333333
5.9,10.4,0.1,1024.3,44.0,34.3,9.3,16.5,57.083333333333336
6.0,9.5,0.0,1028.8,46.0,31.4,8.9,16.5,349.2916666666667
6.2,8.8,3.4,1010.9,79.0,15.1,8.5,16.5,188.04166666666663
8.2,12.6,4.2,1008.8,59.0,29.3,6.7,13.0,310.25
5.6,11.5,0.6,1015.0,42.0,31.4,10.7,18.3,204.375
5.3,10.0,0.4,1020.7,33.0,34.3,12.0,20.6,223.25
3.8,8.7,-0.4,1026.9,43.0,32.8,10.7,20.6,248.95833333333331
2.1,8.2,-1.7,1007.3,38.0,22.9,12.0,20.6,172.75
3.0,7.9,-2.2,1010.8,44.0,31.4,8.0,16.5,146.79166666666666
3.9,8.9,-1.1,1015.9,40.0,37.2,8.9,18.3,113.875
5.4,10.2,2.6,1005.5,33.0,29.9,14.3,22.2,227.0
6.5,11.2,2.0,1010.2,31.0,35.7,15.0,25.9,231.25
6.2,11.0,2.4,1011.1,32.0,37.2,13.5,27.8,272.125
6.2,11.8,1.8,1028.9,41.0,37.2,10.0,14.8,228.79166666666663
7.9,11.5,1.2,1023.6,48.0,19.3,5.6,9.4,200.875
5.1,8.2,3.4,1010.0,79.0,14.2,13.5,25.9,214.04166666666663
6.7,11.7,-0.7,1013.6,44.0,23.5,9.6,16.5,217.25
5.7,11.2,2.4,1025.6,38.0,26.4,12.2,18.3,212.45833333333331
2.9,4.5,1.7,1024.2,82.0,6.9,10.2,16.5,202.66666666666663
8.4,12.2,0.9,1027.5,61.0,19.5,8.1,16.5,138.79166666666666
9.3,12.9,5.6,1017.3,78.0,8.2,7.8,16.5,153.08333333333334
9.1,16.4,3.4,1010.4,58.0,12.6,11.5,20.6,159.70833333333334
4.7,10.5,0.8,1014.8,37.0,34.3,19.8,31.7,151.875
4.2,8.6,0.7,1020.9,30.0,42.8,18.9,31.3,224.79166666666663
4.5,9.6,0.9,1022.1,37.0,37.2,14.4,31.3,177.625
4.9,10.3,0.4,1021.9,43.0,32.8,7.8,16.5,149.625
5.8,9.6,1.2,1020.0,65.0,20.9,8.0,16.5,161.16666666666666
3.2,6.8,1.0,1008.1,74.0,11.7,11.1,24.1,136.75
1.2,4.9,-1.7,1010.8,49.0,29.9,8.3,20.6,50.91666666666666
3.9,12.3,-1.0,1006.6,28.0,29.9,14.6,24.1,120.20833333333331
5.4,10.6,-1.4,1012.7,33.0,42.8,12.0,25.9,137.125
5.6,11.7,0.3,1013.8,35.0,22.9,19.4,27.8,197.08333333333331
6.6,13.0,0.9,1014.2,67.0,26.4,9.3,14.8,166.375
6.1,11.9,2.1,1024.3,63.0,20.8,8.1,14.8,126.58333333333331
6.9,10.5,2.0,1027.9,57.0,17.2,8.0,16.5,94.91666666666669
8.9,13.2,6.9,1020.9,60.0,12.1,9.6,18.3,133.95833333333334
5.9,8.3,4.4,1012.0,93.0,10.9,7.8,14.8,69.25
7.8,15.3,2.9,1014.3,37.0,22.9,15.9,27.8,79.29166666666667
7.2,9.4,5.5,1006.8,70.0,15.4,14.3,25.9,31.625
8.2,14.1,4.0,1016.3,37.0,29.3,11.3,22.2,20.416666666666668
5.2,7.5,3.2,1014.7,74.0,12.6,9.8,18.3,61.125
6.7,7.8,3.9,1023.1,78.0,13.0,9.8,13.0,49.583333333333336
8.9,10.9,5.9,1022.0,79.0,14.5,10.4,18.3,34.916666666666664
9.1,11.6,8.1,1004.9,88.0,9.0,13.0,20.6,47.5
9.8,14.4,1.8,1016.3,38.0,29.3,11.1,18.3,128.83333333333334
8.5,13.5,4.7,1022.7,46.0,20.8,8.3,14.8,56.333333333333336
9.1,13.0,4.9,1023.9,65.0,15.0,6.1,7.6,20.291666666666668
11.8,15.9,10.0,1009.8,88.0,6.8,7.8,13.0,59.16666666666666
11.6,14.9,9.4,1015.2,73.0,12.1,7.6,13.0,83.83333333333333
9.9,16.0,7.3,1016.2,55.0,17.2,9.1,18.3,89.375
8.5,14.3,2.7,1028.5,31.0,40.1,18.7,27.8,101.375
9.7,15.8,4.5,1028.2,32.0,38.6,10.9,22.2,109.75
13.3,20.4,4.0,1021.4,45.0,27.2,11.1,18.3,42.91666666666666
17.2,23.2,9.8,1015.0,55.0,18.5,16.3,33.5,47.25
11.9,18.7,7.1,1012.8,78.0,10.1,10.9,22.2,81.20833333333333
13.5,17.4,6.5,1017.9,60.0,18.5,16.1,24.1,52.29166666666666
18.1,20.6,12.1,1009.0,77.0,14.6,20.6,35.2,28.45833333333333
8.1,11.3,2.8,1020.0,91.0,7.6,11.7,14.8,49.5
3.8,6.2,2.6,1027.2,83.0,7.7,10.9,18.3,75.16666666666667
8.0,13.2,3.2,1027.9,59.0,14.6,9.3,14.8,53.125
9.7,12.0,8.6,1019.0,95.0,5.8,12.2,18.3,54.708333333333336
13.2,17.9,8.6,1007.4,93.0,12.1,8.3,18.3,52.625
14.4,21.4,9.1,1005.1,55.0,22.2,14.8,33.5,51.375
15.8,18.6,10.4,1015.4,70.0,9.8,6.7,14.8,94.33333333333331
19.2,20.4,13.6,1003.5,92.0,8.9,19.1,33.5,92.91666666666669
15.8,20.1,11.9,1013.8,62.0,15.8,8.9,13.0,80.20833333333333
16.4,22.9,12.7,1019.1,44.0,13.5,8.7,22.2,71.66666666666667
18.3,23.8,12.4,1019.1,57.0,17.9,12.0,20.6,31.83333333333333
19.8,25.0,13.3,1017.3,67.0,9.5,10.0,20.6,47.66666666666666
20.6,27.5,14.5,1014.9,61.0,19.3,8.3,16.5,48.125
21.4,27.6,15.2,1016.3,64.0,15.0,9.8,16.5,56.25
21.8,27.0,17.2,1011.7,51.0,20.0,12.4,18.3,103.41666666666669
19.3,24.7,15.8,1011.5,62.0,14.0,6.5,16.5,76.875
20.8,26.8,15.7,1012.1,57.0,15.8,9.3,16.5,86.375
18.3,21.3,13.9,1010.1,75.0,12.1,8.3,16.5,77.70833333333333
22.6,28.4,17.4,1007.1,44.0,22.2,10.7,20.6,48.5
23.2,28.6,16.9,1010.4,46.0,15.8,10.4,20.6,55.083333333333336
22.9,27.8,18.9,1007.2,68.0,12.9,11.5,22.2,67.45833333333333
20.9,24.2,16.6,1003.8,85.0,11.7,7.8,14.8,18.875
21.1,27.3,13.6,1000.9,66.0,14.5,10.9,18.3,61.5
19.9,25.7,13.4,1010.9,49.0,22.9,11.7,20.6,68.91666666666667
21.3,26.1,16.6,1009.8,63.0,19.3,9.4,16.5,77.375
24.1,30.9,16.9,1007.9,45.0,18.5,9.1,16.5,63.91666666666666
23.2,30.2,18.5,1011.7,58.0,13.5,11.7,20.6,63.66666666666666
25.4,32.2,20.6,1006.6,47.0,14.3,11.7,18.3,63.625
23.4,27.7,20.2,1012.8,53.0,17.2,13.5,18.3,25.45833333333333
23.6,28.7,19.7,1008.2,70.0,14.8,13.3,22.2,20.75
21.2,22.8,18.9,999.9,72.0,14.2,12.0,22.2,40.5
21.2,25.5,16.1,1019.1,63.0,19.3,13.1,18.3,64.83333333333333
20.7,25.3,17.2,1013.7,73.0,14.5,14.3,20.6,63.0
19.9,23.4,17.3,1003.9,89.0,20.9,6.7,18.3,73.83333333333333
24.2,29.0,20.8,1010.0,78.0,9.5,9.6,18.3,31.875
22.3,26.8,19.9,1009.5,80.0,11.1,8.1,18.3,54.958333333333336
24.8,30.8,19.5,1007.8,67.0,9.3,9.6,20.6,77.75
18.8,21.1,17.6,1008.0,90.0,11.7,9.8,14.8,75.33333333333333
22.3,26.9,17.2,1009.4,66.0,15.8,9.8,18.3,32.583333333333336
20.4,22.8,18.4,1011.3,89.0,14.3,5.6,9.4,28.375
24.3,28.7,20.6,1007.7,71.0,15.0,11.3,24.1,28.541666666666668
22.2,25.6,20.6,1002.5,91.0,9.2,7.8,14.8,51.04166666666666
22.9,25.5,20.6,996.4,92.0,10.8,5.2,9.4,40.0
21.1,23.2,19.2,995.6,96.0,8.4,6.3,11.1,37.583333333333336
22.5,25.0,20.1,1003.9,91.0,8.5,7.8,11.1,37.625
21.9,23.4,20.8,1006.1,100.0,7.9,7.2,11.1,34.375
21.8,24.3,18.7,1014.0,91.0,7.6,5.9,9.4,42.29166666666666
21.7,26.6,18.9,1015.4,93.0,4.5,7.8,13.0,45.66666666666666
19.3,21.6,17.8,1016.6,97.0,9.3,5.2,13.0,40.625
30.1,34.2,24.1,1005.4,63.0,27.2,23.0,31.7,26.875
29.5,34.3,25.7,1006.2,61.0,27.2,21.7,31.7,30.70833333333333
27.7,33.2,24.0,1008.1,72.0,17.1,15.0,25.9,10.208333333333334
29.8,34.8,25.0,1012.7,69.0,20.0,9.1,18.3,43.04166666666666
28.6,33.5,25.7,1013.1,73.0,13.5,8.7,18.3,19.416666666666668
29.3,34.9,25.4,1011.6,61.0,18.5,18.3,24.1,8.416666666666666
29.1,33.1,24.7,1009.3,78.0,10.9,7.8,16.5,0.0
30.4,35.8,25.7,1009.6,68.0,12.1,9.3,18.3,0.0
30.5,35.0,25.6,1006.0,69.0,12.6,9.3,16.5,4.833333333333333
30.2,35.0,25.9,1009.5,70.0,10.0,9.8,18.3,15.375
30.4,35.3,26.4,1010.9,73.0,7.6,9.1,16.5,19.83333333333333
30.1,35.1,26.2,1012.1,68.0,9.5,9.4,18.3,25.791666666666668
29.9,35.0,26.1,1010.8,69.0,10.5,11.9,20.6,22.70833333333333
31.0,37.7,26.1,1014.5,62.0,11.9,10.2,14.8,31.33333333333333
27.1,32.6,24.9,1013.4,69.0,14.3,10.6,18.3,47.41666666666666
28.2,33.4,24.7,1010.4,70.0,15.4,9.1,14.8,33.791666666666664
27.2,30.5,25.0,1002.4,83.0,12.1,10.4,18.3,39.04166666666666
26.8,31.8,24.2,1004.9,83.0,13.4,7.8,18.3,41.708333333333336
28.1,33.1,24.0,1008.3,73.0,15.4,9.8,16.5,28.75
27.4,31.4,24.5,1012.5,72.0,18.3,11.5,20.6,12.25
25.4,27.0,24.2,1009.7,91.0,7.4,5.9,9.4,14.5
26.3,28.8,24.5,1004.6,88.0,11.9,7.8,11.1,23.916666666666668
20.4,22.9,18.0,1010.6,78.0,14.8,11.7,16.5,27.375
20.4,22.7,17.9,1007.5,98.0,9.3,11.3,16.5,29.20833333333333
23.7,27.3,20.2,1010.5,77.0,17.4,8.1,11.1,36.5
22.4,24.1,20.6,1015.4,94.0,9.3,6.5,11.1,27.83333333333333
24.8,26.5,21.4,1013.0,96.0,8.4,12.6,25.9,44.125
26.7,31.5,24.0,1010.6,75.0,15.0,14.4,25.9,62.25
25.2,30.4,22.4,1010.1,82.0,14.3,9.8,24.1,60.125
21.9,26.1,19.5,1008.9,98.0,6.9,8.1,16.5,34.666666666666664
23.5,25.3,18.7,1007.7,99.0,5.5,8.7,18.3,38.708333333333336
23.7,27.3,21.5,1013.9,77.0,18.5,11.1,20.6,69.95833333333333
22.4,27.3,19.4,1021.1,65.0,20.0,10.2,16.5,94.375
22.2,27.5,18.8,1020.4,68.0,19.3,8.9,14.8,85.75
24.1,29.3,20.4,1007.6,63.0,16.4,8.3,14.8,51.66666666666666
22.9,28.4,19.7,1010.6,63.0,20.0,8.1,13.0,39.41666666666666
22.9,27.5,19.5,1014.8,68.0,16.4,7.4,14.8,23.95833333333333
17.7,18.5,16.1,1007.5,99.0,4.0,9.6,13.0,43.5
21.6,24.6,17.4,1010.1,90.0,10.0,5.6,9.4,50.41666666666666
21.3,24.5,19.6,1013.4,89.0,13.4,4.8,7.6,55.708333333333336
21.4,26.3,14.8,1006.7,85.0,10.3,18.3,37.0,57.125
22.2,28.1,18.5,1010.1,62.0,22.2,9.1,18.3,69.375
21.4,26.7,17.5,1015.5,72.0,19.3,6.9,14.8,65.375
17.8,22.4,13.2,1008.2,41.0,20.0,15.2,27.8,112.29166666666669
19.9,24.6,12.1,1002.7,34.0,24.3,18.0,31.7,97.70833333333331
19.9,25.5,15.3,1009.4,58.0,16.4,11.3,18.3,80.70833333333333
18.9,24.2,14.2,1013.7,48.0,22.9,8.1,14.8,81.625
18.2,23.2,14.3,1019.3,52.0,19.3,9.1,13.0,65.375
18.8,23.1,13.7,1020.5,71.0,11.4,8.1,13.0,84.375
19.3,24.3,14.6,1016.3,67.0,11.6,8.0,13.0,141.95833333333334
18.8,23.9,15.5,1015.9,73.0,11.4,6.9,14.8,153.375
16.6,20.8,13.7,1019.1,71.0,15.0,7.6,14.8,162.875
15.2,19.9,12.1,1018.3,30.0,21.4,17.4,24.1,0.0
15.3,20.4,10.4,1020.6,55.0,20.8,8.0,13.0,49.333333333333336
20.3,24.9,10.3,1011.6,69.0,17.2,15.9,27.8,107.33333333333331
13.2,16.6,9.6,1024.2,62.0,16.4,8.3,14.8,273.625
13.6,17.4,9.5,1024.8,63.0,15.6,6.9,13.0,256.9583333333333
13.2,15.1,9.9,1016.4,95.0,11.3,8.1,16.5,185.08333333333331
15.4,21.3,10.0,1027.2,52.0,21.4,9.4,16.5,249.5
16.7,20.5,13.0,1027.4,75.0,10.0,7.4,14.8,365.75
15.5,18.7,14.2,1017.5,98.0,4.3,5.9,14.8,241.875
18.6,22.9,14.9,1010.3,93.0,13.5,8.3,20.6,176.875
13.7,16.8,10.0,1029.0,74.0,15.0,8.1,11.1,353.0416666666667
13.6,14.6,12.2,1017.8,97.0,5.5,9.3,18.3,257.4166666666667
16.1,20.0,12.6,1014.2,80.0,16.1,6.5,13.0,204.75
14.5,18.6,11.8,1020.7,67.0,20.0,8.9,14.8,207.83333333333331
13.4,15.0,10.4,1020.6,78.0,14.3,6.5,9.4,268.1666666666667
15.8,20.8,10.1,1025.8,57.0,20.0,8.3,13.0,278.3333333333333
7.3,10.8,5.6,1015.8,87.0,9.8,13.0,18.3,157.5
9.2,11.5,5.4,1005.7,92.0,13.5,8.0,18.3,156.375
9.2,14.7,4.5,1014.4,43.0,24.3,9.4,20.6,200.5
11.6,16.2,5.6,1024.7,51.0,19.3,7.8,13.0,212.125
9.6,11.3,8.0,1018.7,77.0,13.5,6.5,13.0,190.5
10.5,13.5,8.5,1000.8,71.0,11.4,10.9,25.9,236.41666666666663
9.1,12.6,5.7,1027.4,54.0,22.2,9.1,13.0,286.375
7.5,11.3,3.4,1030.2,62.0,20.0,8.3,13.0,288.0833333333333
7.9,12.7,2.8,1032.6,61.0,22.9,6.3,11.1,302.4583333333333
10.5,11.3,9.5,1020.0,87.0,8.2,7.8,13.0,163.0
11.5,13.9,9.9,1020.8,70.0,17.9,8.7,13.0,161.375
11.1,14.9,8.0,1012.6,77.0,11.6,4.4,7.6,157.375
6.8,12.1,2.6,1029.3,42.0,32.8,11.3,20.6,245.91666666666663
8.0,11.1,2.1,1028.1,47.0,17.9,6.5,9.4,264.5833333333333
9.7,13.3,5.6,1020.3,51.0,12.9,6.3,13.0,253.29166666666663
9.6,15.0,6.0,1009.9,43.0,20.9,11.3,20.6,181.20833333333331
8.8,12.5,5.8,1012.0,50.0,20.8,8.1,14.8,210.875
6.2,10.5,3.0,1020.3,34.0,22.9,13.3,18.3,255.33333333333331
7.3,12.1,2.9,1025.8,39.0,26.4,9.1,18.3,284.7958333333333
7.4,13.4,2.6,1019.1,56.0,27.2,4.6,11.1,219.72083333333333
9.8,16.2,3.0,1015.3,59.0,16.4,5.6,9.4,182.1875
8.1,12.9,3.2,1013.7,41.0,19.3,10.0,18.3,154.03750000000002
6.7,10.9,3.1,1013.2,51.0,17.2,6.3,11.1,223.20833333333331
7.3,11.6,2.8,1017.9,51.0,23.5,8.5,14.8,200.64583333333337
4.8,9.7,-0.9,1012.0,56.0,17.9,6.3,13.0,285.225
6.3,11.4,0.2,1013.0,51.0,24.3,8.0,16.5,236.825
5.8,10.9,2.0,1017.3,60.0,16.4,8.7,13.0,276.90833333333336
4.1,8.6,0.6,1002.8,32.0,24.3,16.7,27.8,108.0
4.1,9.1,-0.7,1015.1,43.0,27.8,11.9,24.1,107.625
5.8,9.5,1.0,1017.6,35.0,32.8,11.3,18.3,125.89166666666668
3.3,8.4,-2.6,1020.6,30.0,31.4,9.4,18.3,181.01250000000005
4.1,9.6,-1.3,1022.4,48.0,24.3,6.7,11.1,152.55416666666667
7.3,13.4,-1.1,1025.0,41.0,24.9,8.1,13.0,152.32083333333335
6.3,11.2,1.3,1019.9,62.0,17.9,7.0,13.0,319.7375
4.7,6.7,2.6,1019.3,62.0,16.4,7.6,16.5,332.7083333333333
5.8,10.7,1.9,1018.9,37.0,21.4,11.9,20.6,279.6
4.8,9.2,1.4,1022.0,51.0,17.2,6.9,11.1,179.11666666666667
4.9,9.4,1.5,1018.2,39.0,27.8,10.7,24.1,54.79166666666666
4.2,9.3,0.9,1015.4,63.0,13.5,7.4,13.0,93.375
7.3,14.7,0.6,1010.8,42.0,19.3,14.6,20.6,103.0
16.9,21.8,8.3,1013.1,71.0,12.7,21.1,37.0,132.20833333333334
16.9,23.0,11.1,996.9,64.0,17.1,14.4,25.9,127.70833333333331
5.5,12.4,1.7,1005.7,58.0,22.5,11.5,33.5,109.33333333333331
11.1,16.5,2.4,1025.9,49.0,21.4,7.4,14.8,56.458333333333336
7.8,11.2,6.5,1012.6,88.0,10.6,8.1,18.3,135.83333333333334
8.8,15.7,5.5,1020.7,38.0,24.9,12.4,18.3,122.5
4.2,8.4,0.4,1025.8,50.0,21.4,7.2,14.8,69.66666666666667
6.3,11.4,0.1,1024.6,41.0,27.2,10.7,18.3,79.83333333333333
8.3,12.5,2.7,1023.7,47.0,18.5,12.4,25.9,62.708333333333336
4.8,8.4,1.4,1018.7,28.0,27.2,13.0,27.8,1.9166666666666667
6.7,12.4,1.1,1021.6,42.0,24.3,7.8,14.8,1.8333333333333333
10.4,16.4,2.3,1023.8,47.0,20.0,6.9,11.1,1.7916666666666667
13.7,15.5,12.9,1016.4,99.0,4.3,6.7,13.0,117.58333333333331
15.9,20.8,11.8,1012.9,73.0,8.7,9.1,16.5,122.70833333333331
6.1,10.9,3.8,1016.4,86.0,8.2,14.4,20.6,76.54166666666667
7.2,9.2,3.9,1021.9,66.0,17.2,7.4,13.0,59.208333333333336
5.3,7.6,4.2,1012.0,88.0,10.9,10.4,14.8,77.20833333333333
7.9,14.1,3.3,1019.6,40.0,25.7,12.6,29.4,87.83333333333333
14.3,16.7,11.7,1006.0,68.0,9.2,9.4,18.3,123.70833333333331
12.0,19.0,7.9,1014.0,47.0,15.0,11.7,18.3,64.79166666666667
8.8,13.8,5.5,1018.5,49.0,20.0,8.1,13.0,62.875
8.6,14.4,2.5,1019.2,34.0,25.7,11.1,22.2,52.04166666666666
8.4,12.5,5.1,1020.3,53.0,21.4,10.0,20.6,128.33333333333334
11.1,16.1,6.0,1018.8,64.0,22.2,8.3,16.5,87.58333333333333
15.2,20.2,8.9,1018.4,47.0,20.8,12.2,20.6,23.20833333333333
11.5,18.4,8.1,1023.2,63.0,14.3,12.0,22.2,15.166666666666666
11.0,12.7,7.7,1026.8,72.0,12.6,6.5,9.4,21.25
15.1,17.3,9.5,1018.2,88.0,8.2,11.5,20.6,25.75
13.6,20.1,11.8,1005.6,92.0,10.9,7.8,20.6,105.33333333333331
16.2,22.9,11.3,1012.1,61.0,19.3,9.6,18.3,117.75
17.4,23.5,10.9,1012.7,63.0,13.5,12.6,24.1,20.791666666666668
15.2,19.0,10.6,1012.6,84.0,11.3,10.9,22.2,46.91666666666666
15.6,17.9,13.1,1005.4,73.0,13.0,8.9,22.2,104.625
15.0,21.4,10.8,1018.2,26.0,27.8,12.8,22.2,109.625
15.2,21.9,10.3,1019.8,57.0,18.5,13.9,25.9,42.958333333333336
16.1,19.3,9.8,1022.9,55.0,21.4,13.7,25.9,0.0
16.2,20.2,13.3,1008.5,82.0,12.6,14.6,29.4,30.875
18.3,23.1,13.5,1019.6,58.0,21.4,10.4,22.2,79.91666666666667
19.6,25.1,14.2,1015.3,67.0,18.5,10.4,18.3,0.0
17.1,21.8,13.5,1010.5,79.0,8.5,10.0,14.8,0.0
18.3,25.0,11.9,1014.9,62.0,14.8,8.3,16.5,142.5
18.7,21.4,13.2,1021.0,74.0,8.2,10.6,16.5,133.375
20.8,24.7,17.1,1012.2,74.0,10.3,24.6,33.5,102.41666666666669
21.6,26.4,15.2,1007.2,55.0,20.8,11.5,22.2,158.29166666666666
21.2,27.0,17.2,1017.6,46.0,16.4,14.3,22.2,149.58333333333334
17.7,21.8,16.1,1014.0,88.0,7.4,10.9,20.6,107.29166666666669
21.4,26.5,16.5,1019.5,57.0,22.9,9.8,16.5,106.5
18.1,24.8,12.9,1024.0,56.0,19.3,12.0,18.3,128.125
18.1,23.7,12.5,1019.6,64.0,17.9,10.4,18.3,108.0
18.9,25.1,14.8,1021.3,52.0,21.4,13.1,20.6,98.41666666666669
16.8,20.8,12.9,1019.5,65.0,24.3,9.8,14.8,94.375
20.6,26.3,12.8,1016.8,59.0,22.2,8.9,18.3,118.5
22.1,24.5,20.3,1013.4,75.0,10.8,17.2,24.1,110.41666666666669
23.2,27.2,20.3,1009.2,76.0,17.2,15.4,22.2,95.83333333333331
17.8,21.7,15.2,1009.8,91.0,13.0,7.4,20.6,93.5
21.2,24.9,16.2,1002.3,72.0,14.3,11.3,18.3,38.66666666666666
21.1,26.4,16.7,1001.1,41.0,17.5,15.7,24.1,45.375
19.8,26.0,14.6,1008.2,33.0,24.9,13.7,25.9,65.16666666666667
20.3,24.2,14.2,1013.3,57.0,25.7,14.1,27.8,67.08333333333333
19.6,20.9,16.7,1014.5,85.0,10.0,8.1,13.0,77.66666666666667
22.4,27.3,16.5,1013.5,73.0,16.4,10.7,18.3,70.25
21.7,24.5,19.6,1010.3,93.0,13.7,6.7,9.4,75.125
19.5,22.8,18.6,999.6,90.0,12.1,11.9,20.6,77.0
22.3,26.2,18.3,1006.5,70.0,24.3,12.0,20.6,32.958333333333336
21.3,23.0,19.6,1010.0,83.0,15.0,10.6,18.3,40.833333333333336
23.3,29.3,20.5,1011.2,79.0,10.9,12.6,20.6,90.70833333333331
24.9,28.8,20.4,1006.8,77.0,10.0,7.0,13.0,97.29166666666669
22.4,25.7,21.3,1008.1,90.0,6.9,7.2,11.1,79.83333333333333
25.6,28.7,21.7,1000.3,68.0,18.3,10.4,20.6,40.375
25.0,30.0,21.5,1008.4,63.0,19.3,9.4,16.5,49.41666666666666
23.2,28.9,17.3,1013.9,70.0,19.5,13.3,24.1,43.66666666666666
25.8,30.6,22.0,1012.9,81.0,6.6,8.7,18.3,0.0
27.8,31.8,23.4,1008.5,74.0,10.5,11.9,18.3,29.666666666666668
29.3,35.4,24.6,1007.6,71.0,19.3,10.0,22.2,47.75
27.0,36.7,21.9,1013.5,68.0,18.5,12.2,29.4,43.66666666666666
25.7,29.8,22.1,1012.5,79.0,17.2,9.8,18.3,29.83333333333333
21.8,25.9,20.2,1005.8,96.0,12.1,8.1,18.3,29.666666666666668
25.2,27.6,23.5,999.3,95.0,6.1,5.9,9.4,37.625
24.8,32.9,21.1,996.6,88.0,8.2,8.1,18.3,41.458333333333336
22.1,23.9,20.2,1002.8,90.0,10.6,9.4,14.8,53.125
26.8,31.4,23.9,1009.8,80.0,17.2,9.3,16.5,36.0
25.4,29.9,21.2,1012.3,75.0,13.5,12.8,18.3,70.58333333333333
21.6,22.2,20.5,1013.2,97.0,4.5,8.0,13.0,52.458333333333336
25.1,27.6,21.1,1013.5,78.0,16.4,8.0,14.8,38.25
23.7,26.6,21.7,1010.7,86.0,13.5,11.9,20.6,26.58333333333333
24.8,27.3,21.7,1011.6,82.0,17.2,10.0,16.5,57.583333333333336
27.6,30.8,24.4,1010.8,76.0,20.8,10.6,16.5,41.375
27.0,31.5,22.8,1008.4,81.0,19.3,7.8,13.0,25.541666666666668
25.8,29.4,22.5,1008.3,90.0,15.9,8.5,14.8,28.375
27.1,32.0,23.4,1009.1,82.0,18.5,8.9,16.5,40.333333333333336
28.6,33.6,24.5,1008.8,67.0,20.0,11.3,16.5,35.375
29.1,33.2,25.3,1000.0,64.0,22.2,12.0,20.6,31.916666666666668
31.9,37.7,25.7,1003.7,49.0,16.4,14.1,22.2,36.79166666666666
26.3,31.8,23.3,1007.9,67.0,17.2,10.6,18.3,26.83333333333333
26.4,30.4,23.5,1004.5,69.0,17.2,9.8,14.8,21.125
26.6,30.8,23.9,1003.9,79.0,19.3,12.2,20.6,18.0
27.5,32.3,24.2,1007.3,79.0,21.9,13.7,20.6,43.583333333333336
25.6,30.0,23.6,1005.3,95.0,15.3,8.1,13.0,46.04166666666666
28.4,32.8,23.5,1006.0,83.0,19.0,12.4,22.2,28.75
28.1,32.7,23.5,1007.3,74.0,21.4,10.0,18.3,64.91666666666667
28.4,32.8,24.0,1004.0,76.0,24.3,11.3,18.3,30.666666666666668
22.7,27.0,21.4,1006.2,85.0,12.9,12.2,16.5,31.75
26.9,31.1,22.3,1003.5,64.0,24.3,17.0,27.8,33.166666666666664
27.2,32.1,22.0,1010.3,68.0,18.5,7.6,14.8,30.625
26.8,29.8,23.0,1013.7,78.0,14.3,10.0,14.8,30.33333333333333
26.9,31.9,24.1,1015.7,78.0,13.5,10.0,18.3,31.75
26.8,30.3,24.7,1004.8,88.0,13.5,10.7,18.3,0.0
25.9,30.4,23.0,1001.3,90.0,15.0,12.4,27.8,0.0
27.1,32.5,22.6,1007.0,73.0,23.5,9.1,14.8,0.0
22.1,23.9,20.8,1016.2,97.0,10.0,7.0,14.8,83.45833333333333
23.8,26.6,20.6,1015.2,89.0,14.6,5.7,11.1,71.66666666666667
24.0,26.4,22.2,1016.0,85.0,15.8,7.4,13.0,65.625
20.3,22.9,19.1,1010.3,97.0,6.8,10.2,14.8,62.375
18.7,20.1,17.6,1011.7,99.0,9.0,9.3,18.3,24.875
20.3,23.2,17.6,1020.8,86.0,17.7,9.6,13.0,37.333333333333336
24.3,28.4,20.3,1018.6,88.0,12.2,6.3,11.1,41.5
25.6,28.5,21.9,1019.6,87.0,9.8,6.3,13.0,38.79166666666666
26.2,29.8,22.8,1015.7,87.0,13.8,7.8,13.0,48.91666666666666
20.1,22.4,17.6,1019.1,86.0,10.8,5.0,9.4,26.666666666666668
23.8,27.6,18.6,1017.6,80.0,10.9,7.4,13.0,29.0
22.1,26.5,19.9,1011.6,96.0,15.1,8.9,20.6,34.25
21.2,24.9,19.0,1023.4,60.0,17.9,10.2,18.3,60.54166666666666
22.8,25.6,18.6,1008.3,89.0,11.4,14.6,27.8,41.583333333333336
20.1,23.4,17.7,1011.4,63.0,18.2,9.4,16.5,50.91666666666666
15.9,17.8,13.7,1022.8,67.0,18.5,8.3,13.0,82.83333333333333
15.0,19.5,12.0,1026.0,64.0,21.4,8.3,11.1,95.25
17.1,22.7,11.8,1028.2,62.0,20.8,7.8,11.1,115.83333333333331
20.5,23.9,17.4,1015.3,78.0,15.8,7.4,13.0,136.70833333333334
